timestamp,open,high,low,close,volume
2025-03-23 22:00:00+00:00,183.2,185.99,183.2,184.32,14489.671
2025-03-23 23:00:00+00:00,184.33,185.2,184.33,185.05,6006.891
2025-03-24 00:00:00+00:00,185.06,185.85,183.62,183.76,7645.043
2025-03-24 01:00:00+00:00,183.72,184.12,181.41,181.62,3947.21
2025-03-24 02:00:00+00:00,181.57,182.95,181.29,182.8,6153.393
2025-03-24 03:00:00+00:00,182.83,186.4,182.58,185.6,7920.278
2025-03-24 04:00:00+00:00,185.6,189.26,185.6,188.75,7038.981
2025-03-24 05:00:00+00:00,188.76,190.14,188.23,188.97,6672.528
2025-03-24 06:00:00+00:00,188.98,192.22,188.98,192.0,11387.203
2025-03-24 07:00:00+00:00,191.99,192.36,190.4,190.63,5086.615
2025-03-24 08:00:00+00:00,190.63,194.73,190.63,193.79,8031.878
2025-03-24 09:00:00+00:00,193.76,194.37,192.53,193.68,6003.186
2025-03-24 10:00:00+00:00,193.67,194.4,193.16,193.36,3442.368
2025-03-24 11:00:00+00:00,193.36,193.83,192.51,193.7,8756.63
2025-03-24 12:00:00+00:00,193.7,193.95,191.73,192.43,3442.744
2025-03-24 13:00:00+00:00,192.44,192.85,190.84,191.58,6647.446
2025-03-24 14:00:00+00:00,191.59,194.37,191.14,191.48,9221.667
2025-03-24 15:00:00+00:00,191.49,193.36,190.81,192.88,4833.385
2025-03-24 16:00:00+00:00,192.88,193.03,190.47,191.36,4831.228
2025-03-24 17:00:00+00:00,191.34,193.63,191.03,192.96,4036.435
2025-03-24 18:00:00+00:00,192.95,193.74,191.41,192.93,2964.187
2025-03-24 19:00:00+00:00,192.94,193.15,191.3,191.65,2209.029
2025-03-24 20:00:00+00:00,191.65,192.99,191.25,192.75,3563.1
2025-03-24 21:00:00+00:00,192.75,193.0,191.71,191.92,2755.011
2025-03-24 22:00:00+00:00,191.93,192.1,190.44,190.74,1651.389
2025-03-24 23:00:00+00:00,190.74,191.05,189.0,190.77,5924.661
2025-03-25 00:00:00+00:00,190.76,192.53,189.91,191.16,4143.712
2025-03-25 01:00:00+00:00,191.15,191.15,188.33,189.02,4293.977
2025-03-25 02:00:00+00:00,189.03,189.27,188.17,188.23,2379.515
2025-03-25 03:00:00+00:00,188.23,188.88,185.87,186.81,11466.881
2025-03-25 04:00:00+00:00,186.79,187.91,186.16,186.69,5943.09
2025-03-25 05:00:00+00:00,186.68,187.72,186.28,187.26,4525.714
2025-03-25 06:00:00+00:00,187.27,189.79,187.21,187.93,8575.942
2025-03-25 07:00:00+00:00,187.94,189.13,187.08,187.3,3749.292
2025-03-25 08:00:00+00:00,187.28,188.58,187.15,188.51,3699.121
2025-03-25 09:00:00+00:00,188.46,190.53,187.84,190.04,4679.943
2025-03-25 10:00:00+00:00,190.02,190.92,188.81,190.26,2626.34
2025-03-25 11:00:00+00:00,190.31,190.83,188.67,188.92,4406.82
2025-03-25 12:00:00+00:00,188.91,189.34,187.66,187.8,4040.879
2025-03-25 13:00:00+00:00,187.79,190.57,186.63,186.94,10414.896
2025-03-25 14:00:00+00:00,186.95,189.54,186.24,188.45,5392.092
2025-03-25 15:00:00+00:00,188.48,188.99,187.03,187.24,4420.289
2025-03-25 16:00:00+00:00,187.31,188.11,186.14,187.11,2144.481
2025-03-25 17:00:00+00:00,187.13,188.45,186.87,187.85,9265.877
2025-03-25 18:00:00+00:00,187.89,188.04,186.5,186.61,4692.885
2025-03-25 19:00:00+00:00,186.58,188.4,186.56,188.04,2573.787
2025-03-25 20:00:00+00:00,188.09,189.13,186.67,186.96,3795.63
2025-03-25 21:00:00+00:00,186.92,188.31,186.4,186.75,2089.984
2025-03-25 22:00:00+00:00,186.67,187.03,185.33,186.43,3783.693
2025-03-25 23:00:00+00:00,186.41,186.96,185.52,186.67,1703.481
2025-03-26 00:00:00+00:00,186.69,187.86,185.64,187.19,2891.127
2025-03-26 01:00:00+00:00,187.26,187.77,186.26,187.21,2853.317
2025-03-26 02:00:00+00:00,187.18,187.22,183.37,183.62,9235.645
2025-03-26 03:00:00+00:00,183.6,184.15,182.39,182.91,4957.756
2025-03-26 04:00:00+00:00,182.91,183.85,182.62,183.54,3715.429
2025-03-26 05:00:00+00:00,183.54,185.08,183.04,184.3,5356.24
2025-03-26 06:00:00+00:00,184.29,186.05,183.81,185.66,6803.159
2025-03-26 07:00:00+00:00,185.67,188.82,185.44,187.79,13669.495
2025-03-26 08:00:00+00:00,187.81,188.92,187.05,187.61,7012.342
2025-03-26 09:00:00+00:00,187.63,187.91,186.33,187.12,4985.785
2025-03-26 10:00:00+00:00,187.13,189.31,186.72,189.17,6091.548
2025-03-26 11:00:00+00:00,189.13,189.73,188.32,189.32,6362.814
2025-03-26 12:00:00+00:00,189.33,190.37,188.02,188.75,11817.648
2025-03-26 13:00:00+00:00,188.76,188.8,183.91,184.11,17423.802
2025-03-26 14:00:00+00:00,184.11,185.35,180.41,181.54,20013.839
2025-03-26 15:00:00+00:00,181.58,182.38,180.25,181.02,9549.281
2025-03-26 16:00:00+00:00,180.95,182.18,179.73,180.85,8550.605
2025-03-26 17:00:00+00:00,180.78,181.33,178.23,178.47,7489.094
2025-03-26 18:00:00+00:00,178.51,179.5,176.62,176.93,7691.552
2025-03-26 19:00:00+00:00,176.96,178.23,175.13,177.07,9234.617
2025-03-26 20:00:00+00:00,177.17,179.66,176.71,178.55,6422.758
2025-03-26 21:00:00+00:00,178.56,179.0,176.3,178.38,2171.048
2025-03-26 22:00:00+00:00,178.38,178.45,176.36,176.88,7692.84
2025-03-26 23:00:00+00:00,176.9,177.75,176.09,177.43,3909.435
2025-03-27 00:00:00+00:00,177.45,179.58,177.08,179.17,3114.265
2025-03-27 01:00:00+00:00,179.2,181.61,179.14,181.23,4306.886
2025-03-27 02:00:00+00:00,181.22,183.8,181.04,182.93,7434.724
2025-03-27 03:00:00+00:00,182.93,183.85,182.38,183.59,3196.135
2025-03-27 04:00:00+00:00,183.61,183.81,182.19,183.45,2762.418
2025-03-27 05:00:00+00:00,183.42,183.94,182.81,182.81,3875.353
2025-03-27 06:00:00+00:00,182.81,184.89,182.81,184.25,3113.105
2025-03-27 07:00:00+00:00,184.24,185.23,183.47,184.47,4268.415
2025-03-27 08:00:00+00:00,184.44,185.07,183.2,184.23,3176.84
2025-03-27 09:00:00+00:00,184.23,185.31,183.75,184.93,3176.363
2025-03-27 10:00:00+00:00,184.94,186.23,183.6,183.86,7656.345
2025-03-27 11:00:00+00:00,183.86,184.92,181.7,182.17,10875.217
2025-03-27 12:00:00+00:00,182.17,184.13,181.59,183.06,4571.508
2025-03-27 13:00:00+00:00,183.05,184.18,179.72,182.45,10969.715
2025-03-27 14:00:00+00:00,182.41,185.16,181.42,185.13,9402.099
2025-03-27 15:00:00+00:00,185.08,185.89,182.71,183.01,6401.652
2025-03-27 16:00:00+00:00,182.96,184.4,181.91,181.98,2757.973
2025-03-27 17:00:00+00:00,181.98,183.27,181.1,181.85,3276.725
2025-03-27 18:00:00+00:00,181.85,185.05,181.83,183.97,4201.195
2025-03-27 19:00:00+00:00,183.99,184.49,182.99,183.07,1813.393
2025-03-27 20:00:00+00:00,183.08,184.67,182.58,184.43,1987.024
2025-03-27 21:00:00+00:00,184.41,185.95,184.18,185.36,3951.194
2025-03-27 22:00:00+00:00,185.36,185.49,184.36,184.6,3305.56
2025-03-27 23:00:00+00:00,184.6,185.24,183.97,184.72,1819.611
2025-03-28 00:00:00+00:00,184.76,185.28,183.1,184.96,4758.888
2025-03-28 01:00:00+00:00,184.96,187.01,183.87,185.47,7389.917
2025-03-28 02:00:00+00:00,185.55,187.0,185.1,185.5,3507.357
2025-03-28 03:00:00+00:00,185.48,185.81,184.05,185.37,3689.532
2025-03-28 04:00:00+00:00,185.35,185.58,178.53,179.55,17477.734
2025-03-28 05:00:00+00:00,179.54,179.54,176.21,177.18,11572.784
2025-03-28 06:00:00+00:00,177.13,179.31,175.9,176.17,9228.706
2025-03-28 07:00:00+00:00,176.17,177.26,175.0,175.2,7635.344
2025-03-28 08:00:00+00:00,175.22,176.72,174.68,174.92,7877.518
2025-03-28 09:00:00+00:00,174.9,176.61,174.37,175.35,5707.248
2025-03-28 10:00:00+00:00,175.33,176.46,174.43,174.83,3134.843
2025-03-28 11:00:00+00:00,174.88,175.54,172.61,173.79,10195.866
2025-03-28 12:00:00+00:00,173.75,174.26,171.42,171.57,8785.172
2025-03-28 13:00:00+00:00,171.64,173.45,170.72,171.16,7434.474
2025-03-28 14:00:00+00:00,171.21,172.24,170.2,170.95,8328.46
2025-03-28 15:00:00+00:00,170.98,171.61,169.67,169.84,8449.394
2025-03-28 16:00:00+00:00,169.83,170.87,168.44,169.39,5800.938
2025-03-28 17:00:00+00:00,169.35,170.84,169.01,170.73,3141.977
2025-03-28 18:00:00+00:00,170.68,172.73,170.32,172.7,6656.449
2025-03-28 19:00:00+00:00,172.69,173.14,170.76,171.31,4613.663
2025-03-28 20:00:00+00:00,171.32,172.33,170.32,170.75,3692.338
2025-03-28 21:00:00+00:00,170.67,172.79,170.26,172.11,3207.725
2025-03-28 22:00:00+00:00,172.09,173.95,171.89,173.95,1846.084
2025-03-28 23:00:00+00:00,173.93,176.04,172.66,175.83,7232.693
2025-03-29 00:00:00+00:00,175.92,178.08,175.38,175.69,3573.042
2025-03-29 01:00:00+00:00,175.71,176.49,175.02,176.24,5983.482
2025-03-29 02:00:00+00:00,176.23,177.13,174.14,174.48,3643.222
2025-03-29 03:00:00+00:00,174.53,176.2,173.01,175.5,4283.347
2025-03-29 04:00:00+00:00,175.48,176.23,174.45,175.31,2323.0
2025-03-29 05:00:00+00:00,175.3,176.76,174.8,176.37,12788.545
2025-03-29 06:00:00+00:00,176.36,177.97,174.59,177.44,4921.61
2025-03-29 07:00:00+00:00,177.41,180.05,176.11,179.47,23649.77
2025-03-29 08:00:00+00:00,179.5,180.61,177.31,178.78,15900.89
2025-03-29 09:00:00+00:00,178.74,179.19,175.33,177.75,9392.911
2025-03-29 10:00:00+00:00,177.76,178.7,176.37,177.03,5407.677
2025-03-29 11:00:00+00:00,176.98,177.51,172.65,173.93,25150.155
2025-03-29 12:00:00+00:00,173.94,176.09,173.16,174.84,7380.918
2025-03-29 13:00:00+00:00,174.76,176.63,174.42,175.16,3430.272
2025-03-29 14:00:00+00:00,175.24,175.24,173.22,173.53,3905.221
2025-03-29 15:00:00+00:00,173.52,174.21,171.72,171.99,4319.337
2025-03-29 16:00:00+00:00,172.01,173.14,169.55,169.83,5265.6
2025-03-29 17:00:00+00:00,169.8,171.08,167.05,169.14,9884.08
2025-03-29 18:00:00+00:00,169.17,169.65,167.65,168.14,2897.67
2025-03-29 19:00:00+00:00,168.21,170.01,167.31,169.95,7689.478
2025-03-29 20:00:00+00:00,169.97,169.99,166.06,166.32,6814.408
2025-03-29 21:00:00+00:00,166.33,168.03,165.9,167.1,4151.26
2025-03-29 22:00:00+00:00,167.08,167.54,165.82,166.38,1740.314
2025-03-29 23:00:00+00:00,166.41,168.16,166.05,168.15,1530.359
2025-03-30 00:00:00+00:00,168.16,168.7,165.92,167.75,7581.306
2025-03-30 01:00:00+00:00,167.73,169.55,167.66,168.49,7804.036
2025-03-30 02:00:00+00:00,168.48,169.26,167.63,168.5,4693.743
2025-03-30 03:00:00+00:00,168.49,169.57,166.32,166.51,8241.858
2025-03-30 04:00:00+00:00,166.52,167.8,166.31,166.82,7994.191
2025-03-30 05:00:00+00:00,166.76,167.19,165.62,165.97,6867.105
2025-03-30 06:00:00+00:00,165.98,166.48,164.75,165.97,6756.639
2025-03-30 07:00:00+00:00,165.97,166.79,164.96,165.07,4393.08
2025-03-30 08:00:00+00:00,165.14,167.83,165.14,167.4,4304.178
2025-03-30 09:00:00+00:00,167.4,167.64,166.36,166.38,4966.639
2025-03-30 10:00:00+00:00,166.38,166.96,164.38,164.87,6221.659
2025-03-30 11:00:00+00:00,164.83,166.07,164.51,165.27,5952.776
2025-03-30 12:00:00+00:00,165.28,165.89,164.34,164.93,4890.797
2025-03-30 13:00:00+00:00,164.97,165.28,162.4,163.09,9657.754
2025-03-30 14:00:00+00:00,163.06,164.38,162.82,163.62,6897.392
2025-03-30 15:00:00+00:00,163.63,164.98,163.5,163.92,3475.454
2025-03-30 16:00:00+00:00,163.96,164.68,161.56,162.23,6606.546
2025-03-30 17:00:00+00:00,162.23,163.51,161.33,163.5,3797.107
2025-03-30 18:00:00+00:00,163.49,166.25,163.38,166.2,6150.079
2025-03-30 19:00:00+00:00,166.2,167.23,164.95,164.95,3786.446
2025-03-30 20:00:00+00:00,164.95,166.08,164.51,165.84,1502.489
2025-03-30 21:00:00+00:00,165.86,167.0,164.15,164.74,1905.206
2025-03-30 22:00:00+00:00,164.66,165.58,161.72,164.11,4976.332
2025-03-30 23:00:00+00:00,164.07,164.26,162.05,163.67,2911.18
2025-03-31 00:00:00+00:00,163.68,164.25,159.72,160.82,9604.624
2025-03-31 01:00:00+00:00,160.92,164.61,160.59,163.03,8874.747
2025-03-31 02:00:00+00:00,163.04,163.76,161.63,162.27,3075.618
2025-03-31 03:00:00+00:00,162.27,162.84,159.73,159.85,5573.059
2025-03-31 04:00:00+00:00,159.88,161.44,159.13,160.52,4085.523
2025-03-31 05:00:00+00:00,160.51,162.07,160.26,160.54,3885.221
2025-03-31 06:00:00+00:00,160.63,161.08,158.83,159.19,4862.763
2025-03-31 07:00:00+00:00,159.2,160.14,156.13,156.96,12757.684
2025-03-31 08:00:00+00:00,156.92,157.56,153.09,153.25,30367.187
2025-03-31 09:00:00+00:00,153.24,154.38,152.11,152.45,13683.912
2025-03-31 10:00:00+00:00,152.46,155.96,151.86,155.45,6955.972
2025-03-31 11:00:00+00:00,155.47,156.86,154.5,156.35,5663.221
2025-03-31 12:00:00+00:00,156.31,159.55,155.07,158.84,12884.393
2025-03-31 13:00:00+00:00,158.98,159.26,155.2,157.47,7824.666
2025-03-31 14:00:00+00:00,157.5,162.61,157.5,162.44,13113.161
2025-03-31 15:00:00+00:00,162.47,163.06,160.82,161.45,4542.665
2025-03-31 16:00:00+00:00,161.48,162.0,159.76,159.94,4276.44
2025-03-31 17:00:00+00:00,159.91,160.87,157.4,158.16,7022.722
2025-03-31 18:00:00+00:00,158.1,162.56,158.1,161.14,4555.28
2025-03-31 19:00:00+00:00,161.08,162.4,159.38,159.55,3218.462
2025-03-31 20:00:00+00:00,159.57,160.31,158.53,158.73,2226.121
2025-03-31 21:00:00+00:00,158.77,159.64,158.71,158.85,1328.572
2025-03-31 22:00:00+00:00,158.84,159.4,157.9,159.32,1474.034
2025-03-31 23:00:00+00:00,159.32,160.39,158.68,159.59,2277.165
2025-04-01 00:00:00+00:00,159.62,161.17,159.31,160.31,5239.187
2025-04-01 01:00:00+00:00,160.27,160.61,159.16,159.79,3201.22
2025-04-01 02:00:00+00:00,159.83,161.81,159.77,161.79,2714.11
2025-04-01 03:00:00+00:00,161.8,162.25,161.17,161.66,2444.299
2025-04-01 04:00:00+00:00,161.68,162.15,160.82,161.86,2481.944
2025-04-01 05:00:00+00:00,161.9,164.03,161.66,162.55,6039.7
2025-04-01 06:00:00+00:00,162.51,165.07,162.18,164.0,3964.662
2025-04-01 07:00:00+00:00,163.99,166.01,163.9,165.73,13379.533
2025-04-01 08:00:00+00:00,165.71,169.04,165.04,168.71,12003.273
2025-04-01 09:00:00+00:00,168.73,169.4,167.63,169.34,5567.945
2025-04-01 10:00:00+00:00,169.31,169.4,166.91,167.14,5611.359
2025-04-01 11:00:00+00:00,167.16,167.28,165.0,165.52,7878.808
2025-04-01 12:00:00+00:00,165.54,166.98,165.23,166.49,5738.869
2025-04-01 13:00:00+00:00,166.5,167.45,165.02,166.11,8062.241
2025-04-01 14:00:00+00:00,166.1,167.81,162.87,167.17,10907.636
2025-04-01 15:00:00+00:00,167.17,171.46,167.09,170.0,15995.192
2025-04-01 16:00:00+00:00,170.01,170.97,167.92,169.03,13101.3
2025-04-01 17:00:00+00:00,169.0,169.63,168.36,169.08,5818.008
2025-04-01 18:00:00+00:00,169.09,169.09,166.55,167.1,8246.147
2025-04-01 19:00:00+00:00,167.1,167.35,166.28,167.32,2347.507
2025-04-01 20:00:00+00:00,167.31,168.47,166.26,168.12,3605.404
2025-04-01 21:00:00+00:00,168.11,168.93,167.29,167.48,2573.608
2025-04-01 22:00:00+00:00,167.55,167.86,166.74,166.81,3751.567
2025-04-01 23:00:00+00:00,166.8,167.82,165.96,166.04,2866.09
2025-04-02 00:00:00+00:00,166.06,166.64,163.8,164.04,4623.812
2025-04-02 01:00:00+00:00,164.07,165.0,163.4,164.64,2989.359
2025-04-02 02:00:00+00:00,164.68,164.8,161.61,161.98,3679.054
2025-04-02 03:00:00+00:00,161.97,163.05,161.22,161.49,6650.267
2025-04-02 04:00:00+00:00,161.44,162.39,160.92,161.46,4250.909
2025-04-02 05:00:00+00:00,161.47,161.48,158.4,158.47,7102.313
2025-04-02 06:00:00+00:00,158.46,161.47,157.59,157.83,16414.954
2025-04-02 07:00:00+00:00,157.83,165.0,157.52,159.28,23998.996
2025-04-02 08:00:00+00:00,159.24,161.11,158.54,159.31,8100.401
2025-04-02 09:00:00+00:00,159.34,161.68,159.02,160.45,11775.869
2025-04-02 10:00:00+00:00,160.44,161.37,158.89,159.0,7563.642
2025-04-02 11:00:00+00:00,159.07,159.51,158.34,158.47,5384.056
2025-04-02 12:00:00+00:00,158.45,158.84,157.31,158.27,6022.424
2025-04-02 13:00:00+00:00,158.33,160.65,155.92,158.39,19094.226
2025-04-02 14:00:00+00:00,158.29,159.87,157.49,159.11,9200.072
2025-04-02 15:00:00+00:00,159.09,164.64,158.86,162.79,24137.396
2025-04-02 16:00:00+00:00,162.81,164.65,162.37,164.09,9051.91
2025-04-02 17:00:00+00:00,164.08,165.45,160.91,161.99,12341.093
2025-04-02 18:00:00+00:00,161.94,163.12,160.9,162.5,4063.614
2025-04-02 19:00:00+00:00,162.51,164.46,161.81,163.96,6181.3
2025-04-02 20:00:00+00:00,163.99,168.99,158.51,160.81,41941.025
2025-04-02 21:00:00+00:00,160.84,161.37,156.35,157.81,11747.698
2025-04-02 22:00:00+00:00,157.82,157.82,150.16,150.56,20844.999
2025-04-02 23:00:00+00:00,150.58,151.83,149.5,150.29,13009.543
2025-04-03 00:00:00+00:00,150.24,153.96,149.48,153.9,15281.731
2025-04-03 01:00:00+00:00,153.91,155.74,153.04,154.98,5299.362
2025-04-03 02:00:00+00:00,154.97,155.94,153.49,155.9,5274.974
2025-04-03 03:00:00+00:00,155.91,155.94,154.2,155.08,2816.517
2025-04-03 04:00:00+00:00,155.1,157.0,154.9,156.6,2716.1
2025-04-03 05:00:00+00:00,156.62,157.27,155.02,155.08,3286.103
2025-04-03 06:00:00+00:00,155.08,155.41,153.01,153.12,2922.588
2025-04-03 07:00:00+00:00,153.13,153.71,151.87,153.34,3771.568
2025-04-03 08:00:00+00:00,153.31,154.42,152.93,154.15,4152.033
2025-04-03 09:00:00+00:00,154.12,154.59,152.74,152.87,3161.684
2025-04-03 10:00:00+00:00,152.85,153.6,150.29,150.51,6785.623
2025-04-03 11:00:00+00:00,150.49,151.34,149.71,150.8,5813.279
2025-04-03 12:00:00+00:00,150.77,151.08,146.58,146.77,14099.357
2025-04-03 13:00:00+00:00,146.74,149.85,146.31,149.54,14704.679
2025-04-03 14:00:00+00:00,149.51,149.87,146.45,147.13,21292.968
2025-04-03 15:00:00+00:00,147.09,150.14,146.92,149.98,5844.998
2025-04-03 16:00:00+00:00,149.99,151.05,148.38,148.58,4994.041
2025-04-03 17:00:00+00:00,148.58,149.85,148.08,149.12,3580.421
